300
('X', (4, 3), (4, 4)), 291.9993605599957
('O', (4, 2), (3, 2)), 291.1760673690005
('X', (5, 3), (4, 3)), 283.9015350319969
('O', (5, 2), (4, 2)), 282.3519754929948
('X', (5, 4), (5, 3)), 275.9012909869998
('X', (5, 5), (5, 4)), 273.5279455609925
('X', (1, 5), (1, 4)), 267.9011249569958
('X', (2, 5), (3, 5)), 264.7039174249876
('X', (1, 5), (2, 5)), 259.90086163399974
('X', (0, 5), (0, 4)), 255.88003390698577
('O', (5, 0), (5, 1)), 251.90069429900177
('X', (1, 5), (0, 5)), 246.96877951698116
('X', (1, 3), (1, 2)), 243.90040424399922
('O', (1, 0), (2, 0)), 238.14504334398225
('O', (1, 1), (1, 0)), 235.89997974200378
('X', (0, 3), (1, 3)), 229.3210797479842
('O', (0, 1), (1, 1)), 227.8994880350001
('O', (0, 0), (0, 1)), 220.49710669298656
('X', (0, 2), (0, 3)), 219.8991472120033
('X', (2, 2), (2, 3)), 209.79414885598817
('X', (2, 1), (3, 1)), 211.89875870400283
('X', (2, 2), (2, 1)), 200.9702818139849
('O', (0, 2), (1, 5)), 203.89839984900027
('X', (5, 2), (3, 3)), 192.14639382898167
