300
('X', (3, 2), (3, 3)), 284.99945531099365
('O', (1, 2), (0, 2)), 295.97484674800216
('O', (1, 3), (2, 3)), 270.7491605989926
('X', (4, 2), (4, 3)), 291.89236214500124
('O', (0, 3), (1, 3)), 257.21146258799854
('O', (0, 4), (0, 3)), 287.89206136600114
('X', (2, 2), (1, 2)), 244.35061545400094
('X', (3, 2), (4, 2)), 283.8856408569991
('O', (2, 4), (3, 4)), 232.13268086800235
('O', (0, 4), (1, 4)), 279.8853383639944
('O', (0, 5), (1, 5)), 220.52563660600572
('X', (3, 1), (3, 0)), 275.88514792899514
('X', (0, 1), (0, 0)), 209.4989732180038
('X', (4, 1), (3, 1)), 271.8848330959954
('X', (4, 0), (5, 0)), 199.02369620301033
('O', (0, 4), (0, 5)), 267.88463923199015
('X', (4, 1), (5, 1)), 189.07217918901006
('O', (0, 1), (1, 1)), 263.8844191219905
('O', (0, 4), (0, 1)), 179.6182158030133
('O', (2, 4), (2, 5)), 259.88406946698524
('O', (0, 4), (3, 5)), 170.63702643201395
