300
('X', (3, 2), (3, 3)), 284.99960697100323
('X', (3, 1), (3, 2)), 295.99935134000407
('O', (2, 4), (2, 3)), 270.7490095040048
('O', (4, 4), (4, 3)), 291.99898540600407
('O', (1, 4), (1, 3)), 256.37397121500544
('O', (0, 4), (0, 3)), 287.99847251800384
('X', (0, 1), (1, 1)), 243.55510316100845
('X', (0, 2), (1, 2)), 283.9980095790015
('O', (5, 4), (4, 4)), 231.37691089100554
('X', (0, 1), (0, 2)), 279.9975758529981
('X', (0, 0), (0, 1)), 219.8077092260064
('X', (1, 0), (2, 0)), 275.99717764899106
('O', (5, 5), (5, 4)), 208.81696983600705
('O', (0, 5), (1, 5)), 271.9967945489916
('O', (0, 4), (1, 4)), 198.37572820500645
('O', (0, 5), (0, 4)), 267.9964203439886
('X', (0, 0), (1, 0)), 188.4565869930084
('X', (3, 0), (4, 0)), 263.9962687449879
('X', (3, 1), (3, 0)), 179.033474063006
