300
('O', (2, 1), (3, 1)), 293.99960332599585
('X', (4, 3), (3, 3)), 291.1760476519994
('X', (4, 0), (4, 1)), 287.906652079997
('O', (2, 0), (2, 1)), 282.3521970879956
('X', (5, 0), (4, 0)), 281.90632807800284
('X', (5, 2), (5, 3)), 273.5283112759935
('X', (0, 2), (1, 2)), 275.90575537300174
('X', (0, 3), (1, 3)), 264.13578980499733
('O', (1, 0), (2, 0)), 269.90523928200855
('X', (0, 2), (0, 3)), 255.31190150100156
('O', (1, 1), (1, 0)), 263.9048406770089
('X', (0, 1), (0, 2)), 246.48800254300295
('O', (5, 1), (5, 2)), 257.9044960760075
('O', (5, 0), (5, 1)), 237.66433785499976
('O', (3, 0), (4, 5)), 251.90402703401196
('O', (0, 0), (2, 3)), 228.84043973100052
